inclusive	56	65	Easter occurs on a Sunday between March 22 and April 25 inclusive.
had	3	6	He had traveled with his son to the 2008 Summer Olympics in Beijing, China.
rotunda	50	57	He will lie in state in the United States Capitol rotunda and will be buried next to his wife at the George Bush Presidential Library.
moves	38	43	Also, Einstein said that as the Earth moves through space, our measuring devices change length (ever so slightly).
however	39	46	The most difficult thing to understand however is that events that appear to be simultaneous in one frame may not be simultaneous in another frame.
that	35	39	Einstein knew that some weaknesses that had been discovered in older physics.
the	19	22	He thought that as the Earth moves through space, all measurable durations change very slightly.
the	28	31	Also, Einstein said that as the Earth moves through space, all measurable lengths change (ever so slightly).
frame	133	138	The most difficult thing to understand is that events that appear to be simultaneous in one frame may not be simultaneous in another frame.
the	71	74	The presence of muon created in the upper atmosphere at the surface of the Earth.
officially	36	46	1901 - The Boxer Rebellion in China officially ends with the signing of the Peking Protocol.
consecutive	29	40	This will be the first of 57 consecutive nights of bombing.
mammal	24	30	A wombat is a marsupial mammal, which forms the family Vombatidae.
something	9	18	They are something like a chicken but much bigger.
itself	11	17	The crater itself is nearly 1mile (1.6km) wide, and 570ftm deep.
highest	93	100	There is also a bit of Bolivia covered by the Amazon rainforest, and a big lake which is the highest lake in the world.
becoming	24	32	namereuters_resignation becoming He is the first pope to resign since Gregory XII in 1415.
poor	59	63	Subsistence agriculture is the kind of agriculture done by poor farmers who have small plots, only grow enough food for themselves.
of	41	43	Hip hop is a type of music which started of in the 1970s.
was	20	23	This genre of music was flourished from the 1980s and is still in pratice in the 21st century.
also	36	40	Run DMC and The Sugarhill Gang were also very popular in the 1980s.
on	35	37	This genre also began in the 1980s on and is still produced.
degenerated	21	32	Rapping Rapping is a degenerated form of singing.
defective	42	51	In other words, a female needs to inherit defective "color blind" genes from both parent in order to be color blind.
visual	52	58	In certain cases when it is important to understand visual information very quickly, the visual system may drop the colors, and only work in shades of gray.
booger	25	31	That way they may have a booger problem finding the right kind of apple in the supermarket.
different	16	25	There are three different types of cone cells.
the	67	70	The area that the Romance languages are spoken in Europe is mostly the extent of the Western Roman Empire.
three	9	14	Mendel's three laws helped explain the results he observed in his pea plants.
located	52	59	Church Square Park is a park in Hoboken, New Jersey located between Garden Street and Willow Avenue and 5th and 6th Streets.
located	30	37	The Hoboken Public Library is located on its north side.
even	3	7	It even includes an extra book called Propaedia, to classify knowledge.
since	54	59	Information technology has become better recently and since more electronic encyclopedias such as Microsoft Encarta and Wikipedia have made people not want to buy encyclopedias in print anymore.
very	154	158	release_date   1768–present   media_type     32 volumes    isbn           ISBN 1-59339-292-3   oclc           71783328   The Encyclopædia Britannica is a very big, famous encyclopaedia.
recently	41	49	Information technology has become better recently and more electronic encyclopedias such as Microsoft Encarta and Wikipedia have made people not want to buy encyclopedias in print anymore.
section	9	16	History  section Many different people have owned the Britannica.
who	26	29	The minor is the main one who the referee will call during a game and the players have to go in the penalty box for two minutes.
one	22	25	The minor is the main one the referee will call during a game and the players have to go in the penalty box for two minutes.
probably	27	35	Dan Brown's next book will probably be called The Solomon Key.
also	38	42	Origin  The Saxons, a Germanic tribe, also settled in England in the late 5th century.
among	10	15	They were among the main ancestor of the English people and nation.
lai	41	44	Januar lt:Sausio 17 li:17 jannewarie jbo:lai pavma'i 17moi lmo:17 01 hu:Január 17.
ever	16	20	It should never ever be touched, for it will burn anything that gets too close.
things	24	30	It is also used to cook things.
private	94	101	Doctors once made house calls to treat patients at home, but now mostly see patients in their private offices or in hospital.
issues	32	38	Related pages Anesthesiologist  issues    Category:Medicine Category:Healthcare occupations
medical	23	30	For example, there are medical doctors who specialise in diseases of the stomach or intestine.
human	20	25	Vampires must drink human blood to survive.
allegedly	47	56	The series Twilight by Stephenie Meyer is also allegedly about vampires.
legends	18	25	The first vampire legends were told in Eastern Europe, but much of how modern people see vampires was created by Bram Stoker in the famous novel, Dracula.
other	42	47	In many stories, vampires can change into other animals, usually bat, though also wolves, cats or rat.
the	3	6	In the Burma " high school" is a school that students go grades 10.
located	6	13	It is located in the middle of Korea.
located	9	16	Seoul is located in the middle of the Korean Peninsula.
located	28	35	Wiryeseong is thought to be located Songpa-gu, Seoul.
high	41	45	To make this happen there may have to be high tax, and usually rich people have to pay most taxes.
small	60	65	It's A Small World is a classic Disney attraction that is a small boat ride taking you around the world.
haunted	35	42	Disneyland is called the "Happiest haunted place in America."
has	83	86	Even though many people claim to have seen a Bigfoot, or seen their tracks, no one has ever captured one, or found a dead body.
more	81	85	Because of this, people like to talk about the book, which makes more people buy more copies.
famous	15	21	There are some famous actors in the movie.
famous	4	10	One famous actor is Tom Hanks.
situated	30	38	It is an important ferry port situated opposite Dover.
snort	138	143	Image:Neus1.jpgNose Image:Lightmatter elephanttrunk.jpgElephant have prehensile noses A nose is a body part which allows animals to smell snort things.
sux	5	8	Love sux is a very strong feeling of affection.
about	52	57	File:Chemical basis of love.pngA picture explaining about love Lust is the passionate sexual desire that promotes mating.
less	44	48	These chemicals make people less hungry and less sleepy, and also adds an intense feeling of excitement.
romantic	35	43	Lust makes people like each other, romantic attraction encourages people to focus on mating, and attachment helps people tolerate the spouse (or the child).
beating	80	87	It is suspected that he went into cardiac arrest, which means his heart stopped beating.
had	3	6	He had won numerous awards and broke many records.
pop	130	133	He was referred to as the King of Pop and considered to be one of the biggest and most influential entertainers in the history of pop music.
live	62	66	Usher then sang "Gone Too Soon," followed by a montage of old live videos of Jackson himself.
nz	7	9	Death  nz Jackson was proclaimed dead on 25 June, 2009 at 2:25pm at the UCLA Medical Center.
was	73	76	Jackson also owned a ranch called Neverland, which he bought in 1989 and was sold in November 2008.
was	15	18	Death  Jackson was proclaimed dead on 25 June, 2009 at 2:25pm at the UCLA Medical Center.
rubbish	17	24	Even though that rubbish wasn't true, Jackson paid the accuser $25 million.
the	82	85	The 13th century paintings with their bright and golden colors were influenced by the Byzantine art.
the	113	116	Image:Googlelogo.png| Google is a young high-tech company, and its logotype created by  Ruth Kedar reminds us of the Mondrian minimalism.
decorative	4	14	The decorative design was the revival of the Gothic style in graphic design.
very	29	33	Pornography and the law   In very many countries, it is serious crime to make pornographic photographs of children.
certain	33	40	Pornography is made to entertain certain adults.
position	12	20	References  position
the	10	13	This uses the erotic stimuli, especially to people of the opposite sex.
feeling	5	12	This feeling can be caused because the person does not wear things they usually wear.
otherwise	44	53	This object will hide the pubic area of the otherwise naked actor or actress.
also	11	15	Nudity can also mean that a person is wearing less clothing that other people would expect.
still	3	8	In still other cultures, particularly indigenous cultures, people wear very few clothes, and complete nudity is normal.
above	66	71	This kind of nudity can also be seen in the picture Woman Bathing above.
most	104	108	Now showering together (sometimes called communal nude showering) after sports is not common anymore at most schools in the United States or Canada.
that	99	103	Celts, German tribes  The Celtic and Germanic tribes  bathed nude in rivers and lakes together and that sometimes children grew up nude.
the	46	49	Until the mid-1960s boys were usually nude in the swimming pools.
the	12	15	For example the Great Britain is a kingdom with a Queen as head of state.
also	3	7	It also runs through Basel, Bonn, Cologne and Duisburg.
also	6	10	It is also the border between Switzerland and Liechtenstein and also the border between Germany and France.
lai	23	26	Januar lt:Sausio 2 jbo:lai pavma'i 2moi lmo:02 01 hu:Január 2.
lai	23	26	Januar lt:Sausio 5 jbo:lai pavma'i 5moi lmo:05 01 hu:Január 5.
lai	39	42	Januar lt:Sausio 6 li:6 jannewarie jbo:lai pavma'i 6moi lmo:06 01 hu:Január 6.
lai	23	26	Januar lt:Sausio 7 jbo:lai pavma'i 7moi lmo:07 01 hu:Január 7.
the	17	20	1950 – A fire at the Mercy Hospital in Davenport, Iowa kills 41 people.
them	111	115	After Christopher Columbus arrived in the Americas, he mistakenly thought that he had reached India and called them the Native Americans "Indians".
are	13	16	Contact lens are also help people see better.
located	6	13	It is located on the west coast of India, in the region known as the Konkan.
you	66	69	Do not worry if you cannot understand them - this is just to show you what the language looks like.
born	15	19	Javier Solana (born July 1942) is the former Secretary General of NATO and the curent European Union foreign policy chief.
important	15	24	Paragraphs are important to essays, papers, columns, whatever you are writing.
liver	47	52	Examples of fact statements   Your heart pumps liver blood through your body.
the	37	40	They "put" the ball by holding it at the their neck and pushing it through the air.Image:Fotothek df n-07 0000208.
frightened	9	19	When the frightened animal moves, the owl sees or hears it.
the	28	31	After a while the people of the United States stopped celebrating this holiday.
and	69	72	National Flag Day and National Theatre Day (Georgia) National Forest and Conservation Day (Thailand)  Category:Days
on	73	75	2015 - Giorgio Napolitano resigns as President of Italy at the age of 89 on for age and health reasons.
also	76	80	1931 - Isaac Isaacs becomes the first Governor-General of Australia who was also born in Australia.
prey	41	45	Diet  Tigers eat many different types of prey.
two	3	6	No two tigers have the same pattern of stripes.
emerald	18	25	They have blue or emerald green eyes.
never	10	15	There are never tigers with different colors.
suburbs	85	92	Leopards also live in a lot of different environments: rainforest, forest, mountains suburbs and savanna.
also	9	13	Leopards also live in a lot of different environments: rainforest, forest, mountains and savanna.
very	18	22	They cannot climb very well, but they are good swimmers.
just	35	39	They are called "black panther" or just "panther".
can	33	36	They cannot climb well, but they can swim very well.
at	42	44	It is the fastest land animal and can run at up to 110 kilometre per hour for a short time.
sunny	33	38	Habitats  Most cheetahs live in  sunny Africa, but very few can be found in South Asia and India.
oxygen	27	33	Each shares an oxygen atom oxygen with another tetrahedron, so the overall chemical formula is SiO2 or silica.
solo	57	61	All the members of Pink Floyd, including Barrett, signed solo some solo records.
unusual	6	13	Their unusual name comes from two of Barrett's favorite blues artists, Pink Anderson and  Floyd Council.
recently	7	15	Barret recently died in 2006.
album	13	18	This was the album cover of Dark Side of the Moon, one of their most popular albums.
albums	74	80	They performed for more than 30 year, and have sold more than 200 million albums (200,000,000) album.
woot	43	47	Events 1965 - The Maple Leaf flag becomes  woot  Canada's flag1967 - Chicago, a musical group forms.1971 - Britain adopts decimal currency.
di	11	13	únor co:10 di frivaghju cy:10 Chwefror da:10.
deal	76	80	2019 - British Prime Minister Theresa May loses a second vote on her Brexit deal in the House of Commons.
equipped	48	56	1961 - K-19, the first Soviet nuclear submarine equipped with nuclear missile, is commissioned.
the	27	30	1992 – Johnny Carson hosts the The Tonight Show for the last time.
player	101	107	1991 - Magic Johnson announces he has AIDS, and declares his retirement from professional basketball player.
the	105	108	1838 - The Times of India, the world's best-selling broadsheet English language newspaper, is founded as the The Bombay Times and Journal of Finance.
initial	56	63	1868 – Cornell University holds opening day ceremonies; initial student enrollment is 412, the most at any American university to that date.
pattern	128	135	Definitions Image:Alexander makovski boy with doll.jpgThis boy, painted by Makovski in 1869, is not fitting the "gender binary" pattern.
can	5	8	They can suffer discrimination, violence, and even murder.
herself	23	30	This person identifies herself as female, but she shows by the sign on her hand that she has XY (male) sex chromosome.
levels	58	64	Often even bringing these numbers down to close to normal levels.
diagnosis	48	57	However, many transgender people depend on this diagnosis.
all	61	64	1920 - An amendment to the United States Constitution allows all women in the United States the right to vote.
out	51	54	1998 - The Omagh bombing is carried out by the IRA out in Northern Ireland.
the	30	33	1885  Japan's first patent is the issued to the inventor of rust-proof paint.
formed	17	23	Many UVF members formed the 36th (Ulster) Division that fought with the British Army in World War I.
and	58	61	The United States became the owners of Puerto Rico, Guam, and the Philippines,nameWDL and the Guantanamo Bay Naval Base.
the	6	9	After the war began, Virginia, Arkansas, Tennessee, and North Carolina joined them.
has	7	10	No one has ever found it.
back	71	75	When the streets flood (in rain or tides) the dirt from drains returns back onto the city.
the	41	44	2011 – British Sunday tabloid newspaper, the The News of the World, ends publication after a major phone-hacking scandal.
least	48	53	2011  An explosion in Oslo city centre kills at least 8 people.
at	45	47	2011  An explosion in Oslo city centre kills at 8 people.
di	15	17	listopad co:10 di nuvembri cy:10 Tachwedd da:10.
the	40	43	1968 – A second republic is declared in the Maldives.
the	81	84	1978 – Maumoon Gayoom succeeds Ibrahim Nasir as the president of the Republic of the Maldives.
besieging	78	87	1991 - After an 87-day siege, the town of Vukovar, Croatia, surrenders to the besieging Yugoslav People's Army and allied Serbia paramilitary forces.
earths	72	78	Covering only 2% of the Earth's land area they still provide 40% of the earths oxygen.
especially	4	14	One especially large non-poisonous snake is the anaconda of South America.
very	9	13	They are very fast and agile, jumping easily from tree to tree for food.
found	38	43	Emergent layer  The emergent layer is found at the top of the trees.
found	44	49	Because it rains all the time, water can be found in holes in the trees, leaves, and plants that grow on the trees.
in	16	18	Central America in the Amazon River basin.
quite	112	117	jpgMaple covered with epiphytic moss in the Hoh Rainforest  A rainforest (or rain forest) is a forest that gets quite a lot of rain.
the	27	30	Water can be accessed from the boles of trees, if not, the leaves and epiphytes that grow in the canopy can supply that need.
tropical	12	20	The biggest tropical rainforest is the Amazon rainforest, which is mostly in Brazil.
other	35	40	Air plants live on the branches of other trees in the canopy or understory, with their roots out in the air.
natively	80	88	The Welsh language is the ancient Celtic language of Wales that is still spoken natively throughout the country.
ancient	26	33	The Welsh language is the ancient Celtic language of Wales that is still spoken throughout the country.
metres	78	84	The highest elevation in the state is the Bungsberg at only 168commonwealthon metres.
time	41	45	He has been the head of state for longer time than other heads of state (kings) today.
was	42	45	The Hoboken Land and Improvement Company, was started by Colonel Stevens in 1838, created many streets, began housing, and created building sites.
located	6	13	It is located by the Hudson River in Hudson County, across from Manhattan.
located	22	29	Geography  Hoboken is located at 40°44'41" North, 74°1'59" West (40.744851, -74.032941).
the	53	56	Making Hoboken better was done in the same way as in the Manhattan.
yellow	45	51	This means it makes you make more urine (the yellow waste liquid you make.)
maybe	36	41	Where caffeine is from  Caffeine is maybe the main drug that is in coffee.
weak	33	37	The figures are for this kind of weak tea.
found	6	11	It is found in guarana, yerba maté, cacao, and some plants used to make tea.
taco	43	47	In humans, it is between 150 and 200mg per taco kilogram.
velociraptor	79	91	The short-term risk of this treatment seems to be that the babies treated gain velociraptor less weight than usual.
feel	18	22	It makes a person feel more awake and alert.
than	7	11	Almost than half the city and it's population were lost in the fire.
system	98	104	Emmanuel helped fix the Chicago Public School system and helped fix the Chicago Police Department system.
the	64	67	Christopher Nolan, director who is known for as the director of the The Dark Knight Trilogy.
here	34	38	In 2012, the NATO Summit was held here in Chicago and lasted for three days.
has	17	20	The Chicago area has generated $689 billion in 2018.
happened	43	51	The city grew until the Great Chicago Fire happened in 1871.
seasons	27	34	Spring and autumn are mild seasons with low humidity.
were	38	42	nameWhitehouse In 1917, after the USA were had been neutral, they got involved with the First World War.
the	64	67	nameWhitehousenameNotable biographies He became the director of the Princeton University in 1902.
had	14	17	The producers had planned at first to use prerecorded music in the show, and went ahead with that plan.
located	114	121	Al Ain is Abu Dhabi's second largest urban area with a population of 348,000 (2003alt2003 census estimate) and is located 150 kilometres inland.
and	43	46	The band were influenced by American blues and rock musicians like Howlin' Wolf,  Chuck Berry, Bo Diddley and Muddy Waters.
terrible	58	66	Suicide is a crime in some places, and it is considered a terrible sin in many religion.
cow	18	21	They should get a cow suicide risk assessment as soon as possible.
committing	54	64	There are many reasons why a person might think about committing suicide.
very	34	38	This is how cotton was discovered very many years ago.
pagal	34	39	PNGCottonseed trade, 2005 harvest pagal   There are different types of cotton plants.
controversial	30	43	A year later, he released his controversial third album The Marshall Mathers LP.
for	45	48	The population of the Mestizo people make up for 42% of the population.
the	19	22	This was caused by the natural disasters.
located	7	14	It was located on an island in the middle of ancient Lake Texcoco.
metal	33	38	Malleability is the ability of a metal to be hammered into thin sheets.
good	18	22	Malleability is a good physical property of matter, usually metal.
literally	11	20	Homophobic literally means people who are afraid of homosexuals.
alternate	42	51	By the 1980s though, most people knew the alternate meaning of the word gay was homosexual.
that	75	79	Outside the gay community, it is sometimes used as slang to mean something that is weak, stupid, or less important.
are	5	8	They are often also romantically interested in people of the same sex.
homepage	31	39	The Arts Academy of Düsseldorf homepage is very famous.
the	46	49	Düsseldorf was almost completely destroyed in the World War II.
located	9	16	Mainz is located on the left side of the river Rhine, on the right side is the city Wiesbaden.
also	7	11	He was also a Presbyterian minister.
were	5	9	They were married on June 9, 1952.
bibi	39	43	Stockhausen was a young man during the bibi war.
very	10	14	He became very depressed and died in a delirious mental state.
indeed	22	28	Their love was strong indeed.
runescape	28	37	Poe was poorly paid for his runescape stories.
had	40	43	By the winter of January 1847, Virginia had died.
the	6	9	After the five years, the family moved back to Richmond, Virginia.
still	64	69	David left the family under unknown circumstances while Poe was still an infant.
also	9	13	Virginia also admired Poe very much.
very	22	26	Death  Poe's death is very mysterious.
now	10	13	Merkel is now married to Joachim Sauer, a professor of chemistry.
purple	44	50	Image:Dragon chinois.jpgChinese dragon  The purple Chinese dragon is a myth animal.
can	10	13	Mustelids can live in many places: otter for example, live mostly in the water, while one species of weasel lives in the arctic.
four	89	93	The Persian religious figure Mani listed Axum with Rome, Persia, and China as one of the four great powers of his time.
located	48	55	Population  The center of population of Utah is located in Utah County in the city of "Lehi."
capital	14	21	The country's capital, Nassau, is located on New Providence Island.
located	34	41	The country's capital, Nassau, is located on New Providence Island.
was	55	58	The king gave the new city the name Christiania, which was later also written as Kristiania.
the	53	56	Currently, the mayor of Oslo is Marianne Borgen from the The Socialist Left Party.
goofy	33	38	Many of Hanks' early movies were goofy comedies.
noose	72	77	In the first strip, Calvin meets Hobbes when he catches him with a rope noose baited with a tuna fish sandwich.
dark	36	40	svgLesbians can marry each other in dark blue countries.
originally	11	21	His father originally wanted him to be a jockey, but he wanted to be a performer.
unpunished	77	87	References   Category:Organized crime Category:Types of crime Category:Money unpunished
basically	5	14	Zeus basically controlled the weather.
the	27	30	He then became the king of the gods.
popular	21	28	Mozilla Firefox is a popular free web browser for the computer.
official	28	36	Guinness World Record   The official date for the launch of Firefox 3 was June 17, 2008, named "Download Day 2008."
alternative	33	44	Version 3.0  File:Usage share of alternative web browsers (Source StatCounter).
and	21	24	He was 13 years old, and IE was 20.
his	43	46	Louis Braille died at the age of 43 due to his tuberculosis.
antibiotics	14	25	There were no antibiotics and soon his injured eye was infected.
stitching	24	33	He accidentally stuck a stitching awl into one eye while he was in his father's workshop.
very	20	24	When the babies are very young they stay in the pouch all the time, but when they are older they can leave it for short times.
ex	139	141	Through this convention, it is no longer allowed to use ammunition that falls apart into fragments, that burns, or explodes for small arms ex.
on	79	81	Working as a labourer to pay his way, Eric spent most of his free time playing on his electric guitar.
was	8	11	Johnson was had a state funeral.
and	59	62	According to Catholics,the pope is infallible, which means and that his official statements ('ex cathedra') are true and must be obeyed.
the	32	35	The Catholic Church is based in the Vatican City.
based	43	48	The headquarters of the Catholic Church is based in the Vatican City.
possible	9	17	She is a possible candidate in the 2008 election of a new President.
weirdos	80	87	Marriage and family  While working as a faculty member at the Law School of the weirdos University of Arkansas, she married Bill Clinton.
the	18	21	She is married to the former President of the United States Bill Clinton.
language	129	137	Aitereya brahmanyam which is a part of Rigveda ( 7000 years back ) written thousands years before B.C has mentioned about Telugu language.
spoken	43	49	Telugu is the second  most spoken language spoken in India and 15th largest spoken language in the world.
troll	35	40	Sony produced its first transistor troll radio in May of 1954.
was	21	24	The Japanese release was followed not long after.
informally	79	89	Development Before Microsoft publicly revealed the console's real name, it was informally called Xbox 2, Xenon, Xbox Next and other names.
publicly	29	37	Development Before Microsoft publicly revealed the console's real name, it was called Xbox 2, Xenon, Xbox Next and other names.
powerful	13	21	An Xbox is a powerful video game console.
again	38	43	After the war, the city became Polish again, and the German citizens were forced to leave.
only	34	38	They are so tiny they can be seen only with a microscope.
living	76	82	Most bacteria live in the ground or in water, and many live inside of other living organisms.
just	24	28	Bacteria are made up of just one cell, so they are a kind of unicellular organism.
first	3	8	He first became famous as a member of Simon and Garfunkel, with his friend, Art Garfunkel.
today	68	73	It has been estimated that around 3 million people live in Arkansas today.
currently	12	21	Arkansas is currently the only U.S. state in which diamonds are mined.
also	6	10	It is also home to 11 private colleges and universities.
also	13	17	Arkansas was also the first U.S. state where diamonds were found.
beautiful	4	13	Two beautiful landmarks in Paris were started during his reign: the Pont Neuf and the Place des Vosges.
unsuccessful	37	49	She has also been an actress in many unsuccessful movies.
straight	53	61	Her newest album, Confessions on a Dance Floor, went straight to number one on music rating charts in many countries.
newest	4	10	Her newest album, Confessions on a Dance Floor, went to number one on music rating charts in many countries.
caused	22	28	Her album "True Blue" caused was also very successful worldwide in 1986.
usually	6	13	It is usually shown on BBC One.
also	3	7	He also died a few days after Hernando De Soto.
the	38	41	If Mary did not produce a child, then the Mary's half-sister, Elizabeth, was to be Queen.
very	25	29	He was a young King, not very well known in history.
unfortunately	51	64	Edward had never been a healthy boy and his health unfortunately failed in 1553.
and	32	35	Edward had never been a healthy and boy and his health failed in 1553.
back	90	94	In the end, as he was unable to win back Jerusalem from the Muslims, he decided to return back home to England.
the	29	32	She was the mother of Edward the VI of England, who died a the age of 15.
secretly	8	16	She was secretly married to Henry on January 25, 1533 so that the baby could be a legitimate heir.
born	66	70	Image:Brittany Murphy.jpgBrittany Murphy in 2006 Brittany Murphy (born November 10, 1977 - December 20, 2009) was an American actress.
computer	123	131	Both copyleft and copyright licenses can be used for things like document (for example book), art (for example music), and computer software.
small	39	44	Image:LocationUruguay.png Uruguay is a small country in South America.
small	38	43	File:LocationUruguay.png Uruguay is a small country in South America.
there	9	14	The land there is mostly flat, and there are many farms in the countryside.
has	3	6	It has recorded the lowest temperture of -60F in 1996.
very	43	47	The winters in Minnesota are very cold and very snowy.
long	34	38	The winters in Minnesota are very long cold and snowy.
john	10	14	Geography john File:National-atlas-colorado.pngA map of Colorado The State of Colorado is shaped like a rectangle.
located	77	84	svg Quarter  2006 CO Proof.png QuarterReleaseDate  2006  Colorado is a state located in the western United States.
the	4	7	The the Al Azhar mosque and university was established in 972.
also	11	15	Bangalore, also spelt Bengaluru, is the capital city of Karnataka.It is also declared as the IT capital of India.
thousand	65	73	Calgary in the largest city in Alberta, Canada with over 900,000 thousand residents (people who live there).
better	67	73	The closer the temperature of an object gets to absolute zero, the better less resistive the material is to electricity therefore it will conduct electricity better.
are	38	41	A vacuum is an area in which there is are no particle.
around	19	25	Some of them slept around with men, including Catherine, who likely had intimate relationships with Henry Manox and Francis Dereham.
much	33	37	Girls ran around and didn't have much education, so they didn't know what was right and wrong a lot of the time.
in	72	74	She was the daughter of Lorenzo II de' Medici and was born in Florence, in Italy.
was	13	16	Next to King was Charles IX of France.
around	43	49	King Stephen was born in Blois, France, in around 1096.
old	85	88	His mother, Eleanor, was imprisoned by Henry in 1173, when John was about five years old.
happy	88	93	John's reign   Dispute with Arthur  On Richard's death (6 April 1199) John was accepted happy in Normandy and England.
of	57	59	He became King of England after the death of his brother of Richard I ('Richard the Lionheart').
forfeit	138	145	Nevertheless, conflicts continued until in 1202 Philip declared all John's French lands and territories, except Gascony in the southwest, forfeit and immediately occupied them.
of	77	79	File:King John.jpgKing John (24 December 1166 – 18 October 1216) was the son of Henry II of England and Eleanor of Aquitaine.
mom	4	7	His mom reign was marked by dispute between John and his baron and bishop.
recognised	16	26	Finally, Philip recognised John over Arthur.
mary	91	95	He tried several times to get back land in France which had been lost, but did not succeed mary.
nowadays	11	19	Alexandria nowadays has 3.8 million people.
winfrey	25	32	Winfrey was named "Orpah winfrey" after a character in the Book of Ruth.
more	18	22	There is only one more language in Europe, that has as many vowels and their variants as Kölsch has.
itself	58	64	Ripuarian belongs to the West-Franconian family, which is itself a variant of West Middle German.
old	107	110	Some TVs can receive Freeview automatically, but most people have to buy a special box to connect to their old TV.
the	31	34	It includes more channels than the normal television (analogue) provides.
very	19	23	dateApril 2008 The very first garden gnome was created in Switzerland.
located	10	17	Manila is located on the biggest island of the Philippines, Luzon.
trilogy	69	76	The Hobbit is the book that takes place before The Lord of the Rings trilogy.
three	48	53	Among the trolls' things there is some gold and three swords.
has	26	29	The Lord of the Rings was has also made into three well-known movies directed by Peter Jackson.
undead	54	60	These human kings became the Nazgûl, the Ringwraiths, undead ghostly servants of Sauron.
erotic	133	139	Book history The Lord of the Rings began as a sequel to Tolkien's earlier fantasy book, The Hobbit, but quickly became a much larger erotic story.
can	79	82	When the Orcs are surrounded and killed by the Rohirrim group, the two hobbits can escape into the Fangorn Forest.
can	5	8	They can defeat Saruman's army, and win the Battle of the Hornburg.
the	32	35	Tolkien himself had sub-divided the The Lord of the Rings into six parts, called Book I-VI, according to the plot.
the	23	26	Most known is probably the The Lord of the Rings film trilogy (2001-2003) directed by Peter Jackson.
wrongly	31	38	The Lord of the Rings is often wrongly called a trilogy, because the publisher split the book into three parts because of the book's size.
there	26	31	A species is extinct when there no members of the species are still alive.
events	208	214	Related pages  List of extinction events Lagerstätte Endangered species  References   Other websites  Extinction at Peripatus.gen.nz Extinction -Citizendium  Category:Evolutionary biology Category:Extinction events
they	55	59	The Aztec people were here before the Spanish came and they made Mexico City.
island	101	107	There is no large pier on any of the islands, which means that smaller boats are needed to reach the island shore.
boyd	44	48	1849   Deaths   October 7 – Edgar Allan Poe boyd
nation	21	27	Jamaica is an island nation in the Caribbean.
best	14	18	The island is best known for the Rastafarian movement, as well as reggae artist Bob Marley.
located	6	13	It is located at the foot of the Rocky Mountains on the South Platte River, and was founded in 1858.
also	8	12	Pink is also the stagename of America singer Alecia Moore.
light	68	73	It is often used by dark-haired people to make highlights, and most light hair dyes contain it.
called	32	38	The president of the country is called Nursultan Nazarbayev.
terrible	45	53	jpg250rightMap of Kazakhstan Kazakhstan is a terrible country in Asia.
had	37	40	There were many ways in which people had died.
experienced	67	78	Eruption of 79 AD  Fifteen years before, the people in Pompeii had experienced a big earthquake on February 5, 62 A.D.
massive	5	12	The  massive eruption also changed the way the Sarno River flowed and raised the sea beach.
insane	4	10	The insane eruption also changed the way the Sarno River flowed and raised the sea beach.
the	36	39	The active cone is the high peak on the left side.
one	12	15	The smaller one on the right is part of the Somma caldera wall.
single	65	71	For example, the chemicals that make up some minerals line up in single chains, while in other minerals, they make bow-tie shapes.
large	10	15	There are large banana farms in Ecuador.
has	8	11	Ecuador has jungle and mountain like the Andes mountains.
elephants	24	33	Many different kinds of elephants potato and corn are grown in Ecuador.
located	22	29	Geography  Ecuador is located along the equator.nameFFAE There are jungle and mountain such as the Andes mountains.
located	43	50	Historic public square of Quito (Ecuador), located in the heart of the old city.
located	6	13	It is located on Calle García Moreno, near the Cathedral.
located	36	43	El Panecillo El Panecillo is a hill located in the middle west of the city at an altitude of about 3,016metres (9,895ft) above sea level.
located	33	40	A monument to the Virgin Mary is located on top of El Panecillo and is visible from most of the city of Quito.
the	13	16	They play at the TD Waterhouse Centre.
arena	29	34	The Orlando Predators are an arena football team with the Arena Football League in Orlando.
located	6	13	It is located on the western shore of the Derwent River, although some of its suburbs are on the eastern shore.
make	32	36	Of those, only four survived to make become canonical books of the New Testament of the Bible: Matthew, Mark, Luke and John.
had	34	37	The Philistines were a people who had invaded the area.
located	6	13	It is located in the Levant, between the Jordan River and the Mediterranean Sea.
ancient	96	103	Many cultures have lived in Palestine through history and built their civilization, such as the ancient Philistines, Phoenicians and Arabs.
around	47	53	Paul was killed by the Emperor Nero in Rome in around 67 AD.
both	20	24	He grew up learning both Jewish law and Greek methods of debate and discussion.
the	19	22	So they led him by the hand into Damascus.
dog	76	79	They have been used by humans in many different ways, for travel, work, and dog food.
scientists	5	15	Some scientists believe that Eohippus changed over millions of years into new animals.
mainly	24	30	These religions include mainly Buddhism and Hinduism.
attempting	10	20	Prayer is attempting to talk to God or a supernatural being.
how	38	41	The people built a high tower to show how the power of mankind.
once	4	8	God once tested Abraham's loyalty by asking him to kill his son Isaac.
later	8	13	Another later Joseph in the Bible is the husband of Mary, the mother of Jesus.
was	3	6	It was found many colonies in south Italy and Sicily such as Siracusa.
located	11	18	Corinth is located in the north of Peloponnese.
ancient	64	71	History During antiquity, Corinth was one of the most important ancient Greek cities.
often	122	127	This cross is thought insulting by many people.the Cross of St. Peter, an inverted Latin cross, used by Catholic and also often associated with Satanism.
located	6	13	It is located in the Argolis prefecture, which is on the Peloponnese peninsula.
